_id,flags,type,text,img,resultId,weight,range,drawn
32,xhZeSY7Ajw3TtPuP,{},0,[[3d10]] blink dogs,icons/svg/d20-black.svg,,2,"[53, 54]",False
33,qSmZJCXnUpQvSRh2,{},0,[[1d4]] owlbears,icons/svg/d20-black.svg,,2,"[55, 56]",False
34,dcN0dAFV5Zg2ntrW,{},0,[[1d8+1]] berserkers,icons/svg/d20-black.svg,,2,"[57, 58]",False
35,qVR59EulIAkXQJTJ,{},0,[[1d3]] green hags,icons/svg/d20-black.svg,,2,"[59, 60]",False
36,eUdXWnpgJ6k7CYtt,{},0,A clear pool of water with [[1d6]] sleeping animals lying around its edge,icons/svg/d20-black.svg,,5,"[61, 65]",False
37,q27gQX3f8wEhb5Zw,{},0,[[1d4]] werewolves,icons/svg/d20-black.svg,,2,"[66, 67]",False
38,q8GjDBLsOoD78auz,{},0,1 werebear,icons/svg/d20-black.svg,,2,"[68, 69]",False
39,qrGKszbnAZQatFnm,{},0,[[1d8+1]] ettercaps,icons/svg/d20-black.svg,,2,"[70, 71]",False
40,0WcGqi2CLqqV9PEP,{},0,[[2d10]] elk,icons/svg/d20-black.svg,,2,"[72, 73]",False
41,UsB2HWWqrv65v61Z,{},0,[[1d4]] veterans,icons/svg/d20-black.svg,,2,"[74, 75]",False
42,me0MEqwCh1PV8CUR,{},0,An old tree with a wizened face carved into the trunk,icons/svg/d20-black.svg,,5,"[76, 80]",False
43,P4azOuU2Htvze3CW,{},0,[[1d4]] wereboars,icons/svg/d20-black.svg,,1,"[81, 81]",False
44,SFM6ymw7gLo7yRPh,{},0,[[2d4]] displacer beasts,icons/svg/d20-black.svg,,1,"[82, 82]",False
45,XVYVhFerYHdNrv58,{},0,[[1d4]] shambling mounds,icons/svg/d20-black.svg,,1,"[83, 83]",False
46,JyazjIqZN18ADvCu,{},0,1 hobgoblin captain with [[3d10]] hobgoblins and [[4d12]] goblins,icons/svg/d20-black.svg,,1,"[84, 84]",False
47,VqsQb9EA3cQq9Tfu,{},0,1 yuan-ti abomination,icons/svg/d20-black.svg,,1,"[85, 85]",False
48,uIWeaflb3OBzd7YX,{},0,[[1d8+1]] phase spiders,icons/svg/d20-black.svg,,1,"[86, 86]",False
49,Y0rZRCTI8S5Biy1r,{},0,[[1d4]] trolls,icons/svg/d20-black.svg,,1,"[87, 87]",False
50,Uoku92Fh7NzMflPP,{},0,[[2d4]] yuan-ti malisons,icons/svg/d20-black.svg,,1,"[88, 88]",False
51,95I5yxfIlXefvnP6,{},0,1 oni,icons/svg/d20-black.svg,,1,"[89, 89]",False
52,5X8wAQkrXzXw32CZ,{},0,[[1d4]] unicorns,icons/svg/d20-black.svg,,1,"[90, 90]",False
53,6ZhnbYpsKN1O13c0,{},0,[[1d6+2]] weretigers,icons/svg/d20-black.svg,,1,"[91, 91]",False
54,u6INxXFRQ3QtpC2c,{},0,1 young green dragon,icons/svg/d20-black.svg,,1,"[92, 92]",False
55,PYQuJVqKwlnPDh1f,{},0,[[1d4]] gorgons,icons/svg/d20-black.svg,,1,"[93, 93]",False
56,HJTLDZU4jcOVfQ7S,{},0,[[1d6+2]] gnoll fangs of Yeenoghu,icons/svg/d20-black.svg,,1,"[94, 94]",False
57,WwRMFHcmANlAzcDg,{},0,1 treant,icons/svg/d20-black.svg,,1,"[95, 95]",False
58,qcuSPWSuAVM0iIyL,{},0,[[1d4]] revenants,icons/svg/d20-black.svg,,1,"[96, 96]",False
59,FAK7cf8nsSiw6oUX,{},0,1 grick alpha with [[1d6+1]] gricks,icons/svg/d20-black.svg,,1,"[97, 97]",False
60,y1DfTddbl5cTDMBY,{},0,[[1d4]] giant apes,icons/svg/d20-black.svg,,1,"[98, 98]",False
61,uznz6pG4CNOjGPiz,{},0,1 guardian naga,icons/svg/d20-black.svg,,1,"[99, 99]",False
62,7GNo9ZZvEJv4Z91a,{},0,1 adult gold dragon,icons/svg/d20-black.svg,,1,"[100, 100]",False
