_id,flags,type,text,weight,range,drawn
36,s5j2ziVliQ2Btfxm,{},0,"The fresh carcasses of 100 crows. A half-sized halfling is scrabbling among them, eating their eyes. If surprised, it will flee. If not, it will first negotiate and then demand the party give up an eye each (so hungry)",1,"[37, 37]",False
37,i6X1waNEXjghVy8h,{},0,"Baba Yaga's Hut (or a reasonable facsimile) is being chased by a murderous hunter's cabin. The Witch (or hag) is trapped inside somewhere, and will bargain for her freedom - [[1d20]] on an even number, she keeps her word to reward the party.",1,"[38, 38]",False
38,G4JdsQDCZSM6gYd9,{},0,"Trees that forget they are trees and go walkabout until they remember, and are rooted again",1,"[39, 39]",False
39,s5kJNkg1QUEpdfBM,{},0,Awakened mud that babbles nonsense and sometimes prophecy,1,"[40, 40]",False
40,BqCw8Qk6hWPNxPFh,{},0,Clouds of black flies that spell out the next day's weather,1,"[41, 41]",False
41,8rJzSS5qvuqQqN8e,{},0,"A catoblepas stalks the party with a [[1d20+6]] Dexterity (Stealth) check. It will attack someone if they stray more than 10 feet from the group. Otherwise, it will get bored and leave after 10-60 minutes.",1,"[42, 42]",False
42,NfSMYhHIHdnAdSSN,{},0,A bulette is attempting to knock down a hangman's tree which holds several corpses. Dinner!,1,"[43, 43]",False
43,3vWW2vB4pFAr0ch9,{},0,"A cave entrance looms. A sign in infernal warns that Juiblex resides within. If the party is foolish enough to venture into the cave, they are 5% likely to encounter him and 95% likely to encounter [[1d3]] ochre jellies.",1,"[44, 44]",False
44,lavhNxc8Z03ZyxGb,{},0,"A monthly event. On this night algae will bloom, and entire clouds will go up into the sky bathing in the moonlight. They release potent chemicals and together they form a thick pasty greenish fog. Anything not at least 15 ft. of the ground or locked in a closed environment is poisoned severely by it, causing WIS damage.",1,"[45, 45]",False
45,CHUu46sgryKZAeG1,{},0,"A stone giant with his back to you strikes a beholder, revealing it to be a gas spore. The subsequent explosion kills him.",1,"[46, 46]",False
46,JXig6E1VZgASUo0I,{},0,"A pool of water is covered with a variety of an aquatic green slime. If it is burned away, the glint of a necklace can be seen at the bottom. The water is drinkable.",1,"[47, 47]",False
47,FLu24smyfDN9v9uG,{},0,"A dark dirty a blackened heart can be found still beating thrown in a bush on the path side. It is definitely humanoid. When you hold onto it for a day it will switch with your heart, and your clean pristine heart will be in your hands. You now have the heart of X, which will mess you up in 3 ways emotionally, mentally, and physically.",1,"[48, 48]",False
48,HzJMLB1HzdsJUctR,{},0,"A gorgon charges the party. Suddenly, the ground opens beneath it and it is snapped up. There is no evidence of the monster's demise if the party approaches and examines the ground.",1,"[49, 49]",False
49,SRL5TwwwKrx0I4Ig,{},0,"Entire clouds of gnats that swirl and wave about the swamp. Being in one doesn't deal damage, instead it deals levels of exhaustion.",1,"[50, 50]",False
50,I6s1W39wwwvzRL1Y,{},0,The party comes across a staff stuck into the ground. It is surrounded by a gelatinous cube with an invisibility spell cast on it. It is a magical staff of a random variety.,1,"[51, 51]",False
51,0fSdbASVyWw9cgFC,{},0,"A bolt of screaming purple energy strikes a party member at random, dealing [[2d12]] damage if a DC 12 Dexterity save is failed.",1,"[52, 52]",False
52,kS9NoAIBlmvUD2P2,{},0,A headless hag is shambling about throwing curses and spells at anything that it stumbles into or is touched by. It has a black aura that is tangible and will deal CON damage when within 5 ft. It seems angry and looking for something.,1,"[53, 53]",False
53,KilcUJlDtrY7Tflp,{},0,Another encounter related to it can be the elder peasants in a smaller village that are keep her head in a locked box full of dirt.,1,"[54, 54]",False
54,lyr50eV5qW93hHGO,{},0,"A night hag leaps from a pool of black water, lashing out at a random party member. If it hits, it will attempt to drag that character into the water. If it succeeds, the character will contract one disease at random. It will then vanish.",1,"[55, 55]",False
55,eqqhUvdC6owsAFaX,{},0,"There is a body, or more like a carcass, of a giant beast. It is still rotting in places, but most of it is just dried skin and bones. Inside of it lives a Godling (halfling with gigantic eyes), which behaves childish. You have to offer three items to it for it to bless you, if you harm it, it will curse your still-living-bones.",1,"[56, 56]",False
56,Vmajj9c9YXadtnUD,{},0,[[1d6]] perytons are locked in combat with [[1d6]] pegasi. The aerial battle ends after five turns. The winners swoop down and engage the party in conversation.,1,"[57, 57]",False
57,FG8oPDLbtplX6C5a,{},0,"A roc can be seen overhead, carrying a whole purple worm which flails desperately, trying to escape. The worm breaks free on a 20 ([[1d20]]) and will fall within [[1d10*10]] feet of the party and attack.",1,"[58, 58]",False
58,5UhtWPNk5cqVDDWL,{},0,"A character relieves himself away from the party, only to find that the mound he is peeing on is actually of the shambling variety. It is 70% likely to attack.",1,"[59, 59]",False
59,FfsnJWBlQFZqjmMm,{},0,"The scream of a banshee can be heard. It is relatively close. If the party runs to the source, they find the bodies of six trolls.",1,"[60, 60]",False
60,mYiq0f67hNBzyHOP,{},0,"Nearly a dozen dolmens are scattered throughout the swamp. People rumour them to be connected, or access points to the City of the Drowned.",1,"[61, 61]",False
61,f1GogiNoV3pkBCCP,{},0,A small dilapidated cabin with the roof caved in contains a false sphere of annihilation. It is actually the corpse of a will o'wisp who died of natural causes.,1,"[62, 62]",False
62,iEBXHG6ZyVnOSkrO,{},0,"Dire Lampreys hide in the murky water, wells, ponds, and rivers. If they bite and latch on to you roll against [[1d3]] diseases. They are about two meters long and strong as an ox.",1,"[63, 63]",False
63,Z1Xm3AdXwKDFtmsC,{},0,"The party encounters a thick bank of fog that persists for 40 minutes. Should they choose to enter, they will encounter a mist dragon. If the yare friendly, the mist dragon will offer help, if they are not, it will demand tribute.",1,"[64, 64]",False
64,P4SSkbBMmGKw2rY4,{},0,"Large wingless dark swans. They are very aggressive, hunt one and the flock will rush you.",1,"[65, 65]",False
65,89w0I1BlpEoEeTZx,{},0,"Three Sons of Kyuss charge the party. They will turn and flee if they see a gnome. Otherwise, they will fight to the death.",1,"[66, 66]",False
66,2s3xkqLNPegj0mNR,{},0,A stunjelly lies against a broken section of cobblestone wall that was once a cabin. Caught in it are two drow. They will perish in four turns.,1,"[67, 67]",False
67,5RPKAyUSkVJGClog,{},0,"A flask with a potion lies in the grass, spotted by one random party member. Living inside it is a throat leech.",1,"[68, 68]",False
68,p2pDrE4tYsG11wEW,{},0,"A yellow musk creeper grows in front of the party. In the center, the glint of a skull with gems for eyes and teeth can be seen. The demi-lich is being suppressed by intelligence sucking nature of the plant, and will not activate so long as the plant is alive.",1,"[69, 69]",False
69,LNCIHr7EwItJUyOX,{},0,"An achaierai lashes out desperately against thin air. If it sees the party it will insanely attack for two turns and then flee, defecating on the run. If its droppings are examined, the glint of a ring can be seen.",1,"[70, 70]",False
70,xRpmGzMl5X4LwTtG,{},0,A swarm of blood hawks can be seen flying overhead. They will swoop if they see the glint of an exposed gem.,1,"[71, 71]",False
71,2RR5Mc4uQZMIZqpt,{},0,A carbuncle is caught in a patch of grab grass. It will surrender its gem to anyone who frees it without injuring it and feeds it.,1,"[72, 72]",False
72,RB5AUDkjJRsOAJ2d,{},0,"A cifal stalks the party, waiting for the perfect opportunity to strike. It will charge an elf if the party has one, otherwise it will leave.",1,"[73, 73]",False
73,b8iRHPERrZLM05kT,{},0,"A disenchanter has two of its front hooves against a tree, trying to reach a shield caught in the upper branches.",1,"[74, 74]",False
74,s9c5HkhxIeqTxIyc,{},0,The Eyeless Crows - A murder of crows who pecked their eyes out for some nut reason or another,1,"[75, 75]",False
75,aGxB0WJupKHlmHGA,{},0,"The Rot - Something living deep within the murk and mud, it does nothing but slowly corrupt an already dead region.",1,"[76, 76]",False
76,7GJL0W46Red5UdFl,{},0,"The Drowned - No one survives being completely submerged in the mud here. You know those shapes that sometimes blub up to the surface and seem to move on their own, floating nowhere. Those are the Drowned. Not many know, but these souls are still alive.. the swamp keeps them that way.. ever drowning, lungs full of muddy water. A faith with no purpose, and wished on noone.",1,"[77, 77]",False
77,RprejdgfNm7kxwXs,{},0,"Reeds of the Damned - Entire patches of the swamps grow full of these lush green plants with their white wavy plumes. But every child knows to stay away, as these things grow not alone. Those who pay attention will see the movements within, as if creatures wade a way through it, some say ghost, others tricksters. Some people hear child's laughter, others the calls of loved ones, and some see nothing but the slow mesmerising waving of the white plumes. Waiting.",1,"[78, 78]",False
78,cFnpAUOzm5sY2VQw,{},0,"Death's End - A pond can be found, lurking between reeds and lost patches of land. They say the place is the End, if you have ever seen it you would understand. A place so depressing, the air thick with dread. People always return there... On the last, only ripples remain.",1,"[79, 79]",False
79,wmgd9kAFfiOXphPt,{},0,"A party of six adventurers fight a 20ft-tall goblin (same stats as a hill giant). As you watch, it strikes down one of them.",1,"[80, 80]",False
80,L0HgNjcEvdSlQL5r,{},0,"A party of six adventurers fight a troll. As you watch, it strikes down one of them.",1,"[81, 81]",False
81,KoCCh5SxTKDJYkJd,{},0,You hear a scream that sounds so alien it gives you chills. It is very close.,1,"[82, 82]",False
82,L18gCoPPaxhMWiyY,{},0,"You come across a wide and very deep ravine. About halfway down on the other side, you see the glint of a mineral deposit with the unmistakable luster of gold.",1,"[83, 83]",False
83,XmZYXlVXnvxDpRvq,{},0,"Two friendly cloud giants laugh and play catch with a large chunk of platinum. They will surrender it if the party tells them an excellent story. If attacked, they will turn gaseous and flee.",1,"[84, 84]",False
84,K9dAecKPF5ri1qmX,{},0,"A temple made of obsidian rises from a tar pit. If the party ventures within, they find an altar and a deactivated portal. It is guarded by a stone golem.",1,"[85, 85]",False
85,t9WQgZYz5QNooZ19,{},0,A small hole can be seen shortly in front of the party. It is bottomless. Anyone who falls or jumps in will fall for [[1d7]] days and nights to Tartarus.,1,"[86, 86]",False
86,MiqywwSfCpsqqrwx,{},0,The party comes across [[1d4]] crystals. They are crystal oozes lying dormant.,1,"[87, 87]",False
87,Svn0tRWLW2SBKbpu,{},0,"The sun turns purple and black, showering the party with ugly light. It is a localized effect. It will empower the monsters next encountered by the party significantly.",1,"[88, 88]",False
88,GhiMBFafdOj6yhsu,{},0,"The party encounters a massive oak, twisted and gnarled. Strange black growths cover it, creating thornlike appendages which seem to move. The body of a paladin, complete with a sword, shield, and shining armor can be seen caught far up in the branches. If the party actually touches any of the black growths, they will begin to be consumed by an alien parasite that will eventually turn them into quasi zombies if a DC 10 Constitution saving throw is failed and nothing further is done. After 6 seconds, they must make another DC 10 Constution saving throw, less they become a zombie.",1,"[89, 89]",False
89,EiHMLs15zoU5sPmW,{},0,An arrow hits a nearby tree with a loud crunch. It has a scroll tied to the shaft. It is a cursed scroll that causes anyone who reads it to turn into water if a DC 10 Wisdom saving throw is failed.,1,"[90, 90]",False
90,HnCVFQEvZgDKPHh9,{},0,"The lead party member finds himself/herself sinking in tar. As soon as they sink to their waist, they will stop, feeling something solid beneath their boots. It is the skull of a tarrasque.",1,"[91, 91]",False
91,2yhyVofJFc1xVTLq,{},0,"The party discovers a patch of raised dry land. The bodies of [[1d4]] adventurers can be seen. A pile of 3 magical items, gold, and gems, seemingly discarded, can be seen at the front of the tree. (Each must be able to survive acid) It is a hangman’s tree, and inside it lives a banshee. The hangman’s tree is active during the day, the banshee at night.",1,"[92, 92]",False
92,WIyun6ess9yPNTXj,{},0,"One of the party is lassoed by a flying goliath. DC 20 Dexterity saving throw. He will carry them and drop them [[1d100*10]] feet away where they will land in a random encounter, taking [[3d6]] falling damage as well.",1,"[93, 93]",False
93,qivMjVGkv1VMZUV4,{},0,"Magical swamp gas surrounds the party, clinging to them. It is invisible and intangible in every way unless a detect magic spell is used. If anyone in the party uses magic of any kind, it will explode, causing a [[1d100]] and [[1d100]] random magical effects from the wild surge table and [[1d10]] damage to everyone in the party. The gas will dissipate after two hours.",1,"[94, 94]",False
94,8IDhdK3aBBlHd7tB,{},0,"A herbalist within the party notices a type of highly valuable magical herb that can be used to regrow lost limbs and regenerate hit points on a raised hill. Every 10 mins the party spends gathering it, it will be 10% more likely to waken the magically dormant dragon turtle. There is enough for [[3d6]] uses, but it will take [[1d10*10]] minutes to gather. Ignore this encounter if the party does not have anyone proficient in herbalism.",1,"[95, 95]",False
95,2wudmAFWxTLvqDry,{},0,"A geyser erupts [[1d90+10]] feet away, spraying the party with swamp muck. The closer it is, the dirtier they get.",1,"[96, 96]",False
96,yUDb4FjRQGLRbc4R,{},0,The party enters a section of swamp which has a quarter of Earth’s normal gravity.,1,"[97, 97]",False
97,mmKwtny4vjZTibPB,{},0,"Party finds [[1d4+2]] blueberry plants with fist-sized blueberries. If they are eaten, they taste delicious and heal [[1d8]]+2 hit points. There are [[1d6]] blueberries per plant, but they expire if they are not eaten within a day. A character may only benefit from one blueberry per day.",1,"[98, 98]",False
98,UYcJpkmrKBp99wcX,{},0,"Party encounters a locked chest with [[2d6]] padlocks clamping it tightly shut. Inside is a single gilded tome made of obsidian and concentrated negative energy. If it is tightly grasped, the holder can hear tantalizing whispers of knowledge and power but also great danger. If even a single word within is read, the caster’s INT and WIS rise to 19, or two points each if they are at or above this value. In addition, he or she must succeed a con or wis save at - 3 or become totally insane, as the book’s contents are not meant for mortal eyes. It disappears after one person reads it along with the chest. Either way, a Dark Inquisitor will come to claim the bearer of forbidden knowledge at some point in the future.",1,"[99, 99]",False
99,jDx6Ikj9fivi3rGk,{},0,"Two encounters are rolled at once, handle accordingly.",1,"[100, 100]",False
